,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,job_group,experience_number
859,2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,Engineer,3
860,2023,EX,FT,Data Engineer,310000,USD,310000,US,100,US,M,Engineer,4
861,2023,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M,Engineer,4
862,2023,SE,FT,Data Analyst,125000,USD,125000,US,0,US,M,Analyst,3
863,2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M,Analyst,3
864,2023,EN,FT,Data Analyst,150000,USD,150000,US,0,US,M,Analyst,1
865,2023,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M,Analyst,1
866,2023,SE,FT,Data Scientist,149076,USD,149076,US,0,US,M,Scientist,3
867,2023,SE,FT,Data Scientist,82365,USD,82365,US,0,US,M,Scientist,3
868,2023,MI,FT,Data Engineer,146000,USD,146000,US,0,US,M,Engineer,2
869,2023,MI,FT,Data Engineer,75000,USD,75000,US,0,US,M,Engineer,2
870,2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,0,US,M,Engineer,3
871,2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,0,US,M,Engineer,3
872,2023,SE,FT,Data Engineer,139500,USD,139500,US,0,US,M,Engineer,3
873,2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,M,Engineer,3
874,2023,MI,FT,Data Engineer,149600,USD,149600,US,0,US,M,Engineer,2
875,2023,MI,FT,Data Engineer,102000,USD,102000,US,0,US,M,Engineer,2
876,2023,MI,FT,Data Analyst,80000,GBP,97218,GB,0,GB,M,Analyst,2
877,2023,MI,FT,Data Analyst,40000,GBP,48609,GB,0,GB,M,Analyst,2
878,2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,Engineer,3
879,2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,Engineer,3
880,2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,Analyst,3
881,2023,SE,FT,Data Analyst,85500,USD,85500,US,0,US,M,Analyst,3
882,2023,SE,FT,Data Analyst,185900,USD,185900,US,0,US,M,Analyst,3
883,2023,SE,FT,Data Analyst,121700,USD,121700,US,0,US,M,Analyst,3
884,2023,EN,FT,Research Scientist,150000,USD,150000,US,0,US,M,Scientist,1
885,2023,EN,FT,Research Scientist,100000,USD,100000,US,0,US,M,Scientist,1
886,2023,MI,FT,Data Engineer,145000,USD,145000,US,0,US,M,Engineer,2
887,2023,MI,FT,Data Engineer,125000,USD,125000,US,0,US,M,Engineer,2
888,2023,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M,Scientist,2
889,2023,MI,FT,Data Scientist,97750,USD,97750,US,100,US,M,Scientist,2
890,2023,SE,FT,Data Scientist,201000,USD,201000,US,0,US,M,Scientist,3
891,2023,SE,FT,Data Scientist,122000,USD,122000,US,0,US,M,Scientist,3
892,2023,SE,FT,Data Engineer,252000,USD,252000,US,0,US,M,Engineer,3
893,2023,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,Engineer,3
894,2023,SE,FT,Data Analyst,120000,USD,120000,US,100,US,M,Analyst,3
895,2023,SE,FT,Data Analyst,75000,USD,75000,US,100,US,M,Analyst,3
896,2023,MI,FT,Data Scientist,116990,USD,116990,US,100,US,M,Scientist,2
897,2023,MI,FT,Data Scientist,82920,USD,82920,US,100,US,M,Scientist,2
898,2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,Scientist,3
899,2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,Scientist,3
900,2023,MI,FT,Machine Learning Scientist,200000,USD,200000,US,0,US,S,Scientist,2
901,2023,MI,FT,Machine Learning Scientist,125000,USD,125000,US,0,US,S,Scientist,2
902,2023,SE,FT,Data Scientist,201000,USD,201000,US,0,US,M,Scientist,3
903,2023,SE,FT,Data Scientist,122000,USD,122000,US,0,US,M,Scientist,3
904,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,Engineer,3
905,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,Engineer,3
906,2023,SE,FT,Data Manager,155000,USD,155000,US,0,US,M,Manager,3
907,2023,SE,FT,Data Manager,140000,USD,140000,US,0,US,M,Manager,3
908,2023,MI,FT,Machine Learning Infrastructure Engineer,205920,USD,205920,US,0,US,M,Engineer,2
909,2023,MI,FT,Machine Learning Infrastructure Engineer,171600,USD,171600,US,0,US,M,Engineer,2
910,2023,SE,FT,Data Engineer,121500,USD,121500,US,100,US,M,Engineer,3
911,2023,SE,FT,Data Engineer,78000,USD,78000,US,100,US,M,Engineer,3
912,2023,MI,FT,Data Engineer,154000,USD,154000,US,0,US,M,Engineer,2
913,2023,MI,FT,Data Engineer,116000,USD,116000,US,0,US,M,Engineer,2
914,2023,SE,FT,Data Scientist,190000,USD,190000,US,0,US,M,Scientist,3
915,2023,SE,FT,Data Scientist,136000,USD,136000,US,0,US,M,Scientist,3
916,2023,MI,FT,Data Analyst,65000,GBP,78990,GB,100,GB,M,Analyst,2
917,2023,MI,FT,Data Analyst,36050,GBP,43809,GB,100,GB,M,Analyst,2
918,2023,SE,FT,Data Analyst,180000,USD,180000,US,0,US,M,Analyst,3
919,2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M,Analyst,3
920,2023,SE,FT,Data Scientist,275300,USD,275300,US,100,US,M,Scientist,3
921,2023,SE,FT,Data Scientist,183000,USD,183000,US,100,US,M,Scientist,3
922,2023,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M,Engineer,3
923,2023,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,Engineer,3
924,2023,SE,FT,Data Engineer,154000,USD,154000,US,0,US,M,Engineer,3
925,2023,SE,FT,Data Engineer,116000,USD,116000,US,0,US,M,Engineer,3
926,2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,Engineer,3
927,2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,Engineer,3
928,2023,MI,FT,Data Engineer,200000,USD,200000,US,0,US,M,Engineer,2
929,2023,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,Engineer,2
930,2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M,Scientist,3
931,2023,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M,Scientist,3
932,2023,MI,FT,Data Engineer,105000,GBP,127599,GB,0,GB,M,Engineer,2
933,2023,MI,FT,Data Engineer,85000,GBP,103294,GB,0,GB,M,Engineer,2
934,2023,SE,FT,Data Engineer,153600,USD,153600,US,0,US,M,Engineer,3
935,2023,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M,Engineer,3
936,2023,EN,FT,Data Analyst,85000,USD,85000,US,100,US,M,Analyst,1
937,2023,EN,FT,Data Analyst,75000,USD,75000,US,100,US,M,Analyst,1
938,2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M,Scientist,3
939,2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M,Scientist,3
940,2023,SE,FT,Analytics Engineer,150000,USD,150000,US,0,US,M,Engineer,3
941,2023,SE,FT,Analytics Engineer,120000,USD,120000,US,0,US,M,Engineer,3
942,2023,SE,FT,Machine Learning Engineer,163800,USD,163800,US,0,US,M,Engineer,3
943,2023,SE,FT,Machine Learning Engineer,126000,USD,126000,US,0,US,M,Engineer,3
944,2023,SE,FT,Data Analyst,145000,USD,145000,US,100,US,M,Analyst,3
945,2023,SE,FT,Data Analyst,90000,USD,90000,US,100,US,M,Analyst,3
946,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,Engineer,3
947,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,Engineer,3
948,2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,Analyst,3
949,2023,SE,FT,Data Analyst,85500,USD,85500,US,0,US,M,Analyst,3
950,2023,SE,FT,Data Engineer,167500,USD,167500,US,0,US,M,Engineer,3
951,2023,SE,FT,Data Engineer,106500,USD,106500,US,0,US,M,Engineer,3
952,2023,SE,FT,Data Engineer,163800,USD,163800,US,0,US,M,Engineer,3
953,2023,SE,FT,Data Engineer,126000,USD,126000,US,0,US,M,Engineer,3
954,2023,MI,FT,Data Analytics Manager,155000,USD,155000,US,0,US,M,Manager,2
955,2023,MI,FT,Data Analytics Manager,140000,USD,140000,US,0,US,M,Manager,2
956,2023,SE,FT,Research Scientist,250000,USD,250000,US,0,US,M,Scientist,3
957,2023,SE,FT,Research Scientist,200000,USD,200000,US,0,US,M,Scientist,3
958,2023,SE,FT,Data Scientist,260000,USD,260000,US,0,US,M,Scientist,3
959,2023,SE,FT,Data Scientist,186000,USD,186000,US,0,US,M,Scientist,3
960,2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,Engineer,3
961,2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,Engineer,3
962,2023,SE,FT,Research Scientist,200000,USD,200000,US,0,US,M,Scientist,3
963,2023,SE,FT,Research Scientist,150000,USD,150000,US,0,US,M,Scientist,3
964,2023,SE,FT,Data Scientist,45000,EUR,48289,ES,0,ES,M,Scientist,3
965,2023,SE,FT,Data Scientist,36000,EUR,38631,ES,0,ES,M,Scientist,3
966,2023,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M,Scientist,3
967,2023,SE,FT,Data Scientist,120000,USD,120000,US,0,US,M,Scientist,3
968,2023,EN,FT,Data Analyst,30000,USD,30000,IN,50,IN,M,Analyst,1
969,2023,MI,FT,Research Scientist,185000,USD,185000,US,0,US,M,Scientist,2
970,2023,MI,FT,Research Scientist,125000,USD,125000,US,0,US,M,Scientist,2
971,2022,EN,PT,Data Analyst,34320,USD,34320,US,100,US,S,Analyst,1
972,2022,MI,FT,Business Data Analyst,48000,BRL,9289,BR,100,BR,M,Analyst,2
973,2023,SE,FT,Head of Data,70000,EUR,75116,PT,100,PT,L,Other,3
974,2022,EX,FT,Data Science Manager,106000,USD,106000,UZ,0,RU,L,Manager,4
975,2023,SE,FT,Data Analyst,175000,USD,175000,US,100,US,M,Analyst,3
976,2023,SE,FT,Data Analyst,130000,USD,130000,US,100,US,M,Analyst,3
977,2023,SE,FT,Data Analyst,122000,USD,122000,US,100,US,M,Analyst,3
978,2023,SE,FT,Data Analyst,93800,USD,93800,US,100,US,M,Analyst,3
979,2023,SE,FT,Data Science Manager,150000,USD,150000,MX,100,MX,M,Manager,3
980,2023,SE,FT,Data Science Manager,90000,USD,90000,MX,100,MX,M,Manager,3
981,2023,SE,FT,Data Analyst,165000,USD,165000,US,100,US,M,Analyst,3
982,2023,SE,FT,Data Analyst,112000,USD,112000,US,100,US,M,Analyst,3
983,2023,EN,FT,Computer Vision Engineer,220000,USD,220000,US,0,US,M,Engineer,1
984,2023,SE,FT,BI Data Analyst,67000,EUR,71897,DE,100,DE,M,Analyst,3
985,2023,EN,FT,AI Developer,60000,EUR,64385,DE,0,DE,M,Other,1
986,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,Engineer,3
987,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,Engineer,3
988,2023,SE,FT,Data Analyst,1300000,INR,15806,IN,100,IN,S,Analyst,3
989,2023,MI,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M,Engineer,2
990,2023,MI,FT,Machine Learning Engineer,175000,USD,175000,US,0,US,M,Engineer,2
991,2023,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M,Engineer,3
992,2023,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M,Engineer,3
993,2023,SE,FT,Data Analyst,185900,USD,185900,US,0,US,M,Analyst,3
994,2023,SE,FT,Data Analyst,121700,USD,121700,US,0,US,M,Analyst,3
995,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M,Engineer,3
996,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M,Engineer,3
997,2023,MI,FT,Data Scientist,40000,USD,40000,FR,50,FR,L,Scientist,2
998,2023,SE,FT,Data Science Consultant,1000000,THB,29453,TH,50,TH,M,Other,3
999,2023,SE,FT,Data Analyst,180180,USD,180180,US,0,US,M,Analyst,3
1000,2023,SE,FT,Data Analyst,106020,USD,106020,US,0,US,M,Analyst,3
1001,2023,SE,FT,Data Scientist,136000,USD,136000,US,100,US,M,Scientist,3
1002,2023,SE,FT,Data Scientist,104000,USD,104000,US,100,US,M,Scientist,3
1003,2023,SE,FT,Data Analyst,125000,USD,125000,US,0,US,M,Analyst,3
1004,2023,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M,Analyst,3
1005,2023,SE,FT,Machine Learning Engineer,153400,USD,153400,US,0,US,M,Engineer,3
1006,2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,0,US,M,Engineer,3
1007,2023,EX,FT,Data Engineer,310000,USD,310000,US,100,US,M,Engineer,4
1008,2023,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M,Engineer,4
1009,2023,SE,FT,Data Analyst,152380,USD,152380,US,0,US,M,Analyst,3
1010,2023,SE,FT,Data Analyst,121904,USD,121904,US,0,US,M,Analyst,3
1011,2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M,Scientist,3
1012,2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M,Scientist,3
1013,2023,SE,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M,Engineer,3
1014,2023,SE,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M,Engineer,3
1015,2023,SE,FT,Data Architect,168400,USD,168400,US,0,US,M,Architect,3
1016,2023,SE,FT,Data Architect,105200,USD,105200,US,0,US,M,Architect,3
1017,2023,SE,FT,Machine Learning Engineer,128280,USD,128280,US,0,US,M,Engineer,3
1018,2023,SE,FT,Machine Learning Engineer,106900,USD,106900,US,0,US,M,Engineer,3
1019,2022,SE,FT,Lead Data Scientist,192000,USD,192000,US,100,US,L,Scientist,3
1020,2023,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M,Engineer,2
1021,2023,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M,Engineer,2
1022,2023,SE,FT,Research Engineer,100000,EUR,107309,DE,100,DE,S,Engineer,3
1023,2023,SE,FT,Research Engineer,80000,EUR,85847,DE,100,DE,S,Engineer,3
1024,2023,SE,FT,Machine Learning Engineer,275000,USD,275000,DE,0,DE,M,Engineer,3
1025,2023,SE,FT,Machine Learning Engineer,174000,USD,174000,DE,0,DE,M,Engineer,3
1026,2023,SE,FT,Data Engineer,139500,USD,139500,US,0,US,M,Engineer,3
1027,2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,M,Engineer,3
1028,2023,SE,FT,Machine Learning Engineer,139500,USD,139500,US,0,US,M,Engineer,3
1029,2023,SE,FT,Machine Learning Engineer,109400,USD,109400,US,0,US,M,Engineer,3
1030,2023,SE,FT,Data Analyst,170500,USD,170500,US,100,US,M,Analyst,3
1031,2023,SE,FT,Data Analyst,85000,USD,85000,US,100,US,M,Analyst,3
1032,2023,SE,FT,Data Manager,60027,GBP,72946,GB,0,GB,M,Manager,3
1033,2023,SE,FT,Data Manager,44737,GBP,54365,GB,0,GB,M,Manager,3
1034,2023,EX,FT,Head of Data Science,131899,GBP,160288,GB,0,GB,M,Other,4
1035,2023,EX,FT,Head of Data Science,104891,GBP,127467,GB,0,GB,M,Other,4
1036,2023,SE,FT,Data Engineer,80000,USD,80000,US,0,US,M,Engineer,3
1037,2023,SE,FT,Data Engineer,65000,USD,65000,US,0,US,M,Engineer,3
1038,2023,SE,FT,Data Engineer,124740,USD,124740,US,0,US,M,Engineer,3
1039,2023,SE,FT,Data Engineer,65488,USD,65488,US,0,US,M,Engineer,3
1040,2023,SE,FT,Data Quality Analyst,72200,USD,72200,US,0,US,M,Analyst,3
1041,2023,SE,FT,Data Quality Analyst,64980,USD,64980,US,0,US,M,Analyst,3
1042,2023,SE,FT,Data Engineer,153600,USD,153600,US,0,US,M,Engineer,3
1043,2023,SE,FT,Data Engineer,106800,USD,106800,US,0,US,M,Engineer,3
1044,2023,SE,FT,Data Analyst,179975,USD,179975,US,100,US,M,Analyst,3
1045,2023,SE,FT,Data Analyst,86466,USD,86466,US,100,US,M,Analyst,3
1046,2023,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,Engineer,3
1047,2023,SE,FT,Data Engineer,90000,USD,90000,US,0,US,M,Engineer,3
1048,2023,MI,FT,Insight Analyst,42000,GBP,51039,GB,0,GB,M,Analyst,2
1049,2023,MI,FT,Insight Analyst,35000,GBP,42533,GB,0,GB,M,Analyst,2
1050,2023,SE,FT,Data Scientist,149076,USD,149076,US,0,US,M,Scientist,3
1051,2023,SE,FT,Data Scientist,82365,USD,82365,US,0,US,M,Scientist,3
1052,2023,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M,Analyst,3
1053,2023,SE,FT,Data Analyst,110600,USD,110600,US,0,US,M,Analyst,3
1054,2023,SE,FT,Data Science Manager,175000,USD,175000,US,0,US,M,Manager,3
1055,2023,SE,FT,Data Science Manager,120000,USD,120000,US,0,US,M,Manager,3
1056,2023,SE,FT,Data Analyst,230000,USD,230000,US,0,US,M,Analyst,3
1057,2023,SE,FT,Data Analyst,180000,USD,180000,US,0,US,M,Analyst,3
1058,2023,SE,FT,Data Analyst,153600,USD,153600,US,0,US,M,Analyst,3
1059,2023,SE,FT,Data Analyst,106800,USD,106800,US,0,US,M,Analyst,3
1060,2023,SE,FT,Data Manager,140000,USD,140000,US,0,US,M,Manager,3
1061,2023,SE,FT,Data Manager,120000,USD,120000,US,0,US,M,Manager,3
1062,2023,SE,FT,Machine Learning Infrastructure Engineer,205920,USD,205920,US,0,US,M,Engineer,3
1063,2023,SE,FT,Machine Learning Infrastructure Engineer,171600,USD,171600,US,0,US,M,Engineer,3
1064,2023,SE,FT,Data Analyst,165000,USD,165000,US,100,US,M,Analyst,3
1065,2023,SE,FT,Data Analyst,125000,USD,125000,US,100,US,M,Analyst,3
1066,2023,SE,FT,Data Engineer,265000,USD,265000,US,0,US,M,Engineer,3
1067,2023,SE,FT,Data Engineer,185000,USD,185000,US,0,US,M,Engineer,3
1068,2023,MI,FT,Applied Machine Learning Engineer,130000,USD,130000,US,0,US,M,Engineer,2
1069,2022,EN,FT,Data Scientist,168000,USD,168000,US,100,US,M,Scientist,1
1070,2023,MI,FT,AI Scientist,36000,EUR,38631,ES,50,ES,L,Scientist,2
1071,2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,Analyst,3
1072,2023,SE,FT,Data Analyst,85500,USD,85500,US,0,US,M,Analyst,3
1073,2023,SE,FT,Data Scientist,147100,USD,147100,US,0,US,M,Scientist,3
1074,2023,SE,FT,Data Scientist,90700,USD,90700,US,0,US,M,Scientist,3
1075,2023,SE,FT,Data Engineer,167580,USD,167580,US,0,US,M,Engineer,3
1076,2023,SE,FT,Data Engineer,87980,USD,87980,US,0,US,M,Engineer,3
1077,2023,SE,FT,Data Engineer,202000,USD,202000,US,100,US,M,Engineer,3
1078,2023,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M,Engineer,3
1079,2023,SE,FT,Data Engineer,163800,USD,163800,US,0,US,M,Engineer,3
1080,2023,SE,FT,Data Engineer,126000,USD,126000,US,0,US,M,Engineer,3
1081,2023,SE,FT,Machine Learning Engineer,163800,USD,163800,US,0,US,M,Engineer,3
1082,2023,SE,FT,Machine Learning Engineer,126000,USD,126000,US,0,US,M,Engineer,3
1083,2023,SE,FT,Data Engineer,104000,USD,104000,US,100,US,M,Engineer,3
1084,2023,SE,FT,Data Engineer,65000,USD,65000,US,100,US,M,Engineer,3
1085,2023,SE,FT,Research Engineer,230000,USD,230000,US,0,US,M,Engineer,3
1086,2023,SE,FT,Research Engineer,148000,USD,148000,US,0,US,M,Engineer,3
1087,2023,SE,FT,Machine Learning Engineer,269000,USD,269000,CA,100,CA,M,Engineer,3
1088,2023,SE,FT,Machine Learning Engineer,158000,USD,158000,CA,100,CA,M,Engineer,3
1089,2023,SE,FT,Analytics Engineer,197000,USD,197000,US,0,US,M,Engineer,3
1090,2023,SE,FT,Analytics Engineer,106000,USD,106000,US,0,US,M,Engineer,3
1091,2023,MI,FT,Deep Learning Engineer,150000,USD,150000,US,100,US,M,Engineer,2
1092,2023,MI,FT,Deep Learning Engineer,100000,USD,100000,US,100,US,M,Engineer,2
1093,2023,SE,FT,Data Engineer,290000,USD,290000,US,100,US,M,Engineer,3
1094,2023,SE,FT,Data Engineer,210000,USD,210000,US,100,US,M,Engineer,3
1095,2023,SE,FT,Data Engineer,192000,USD,192000,US,0,US,M,Engineer,3
1096,2023,SE,FT,Data Engineer,172800,USD,172800,US,0,US,M,Engineer,3
1097,2023,SE,FT,Data Scientist,300240,USD,300240,US,0,US,M,Scientist,3
1098,2023,SE,FT,Data Scientist,200160,USD,200160,US,0,US,M,Scientist,3
1099,2023,SE,FT,Data Scientist,300240,USD,300240,US,0,US,M,Scientist,3
1100,2023,SE,FT,Data Scientist,200160,USD,200160,US,0,US,M,Scientist,3
1101,2023,SE,FT,Analytics Engineer,175000,USD,175000,US,0,US,M,Engineer,3
1102,2023,SE,FT,Analytics Engineer,140000,USD,140000,US,0,US,M,Engineer,3
1103,2023,SE,FT,Data Manager,169000,USD,169000,US,0,US,M,Manager,3
1104,2023,SE,FT,Data Manager,100000,USD,100000,US,0,US,M,Manager,3
1105,2023,SE,FT,Data Scientist,370000,USD,370000,US,0,US,M,Scientist,3
1106,2023,SE,FT,Data Scientist,245000,USD,245000,US,0,US,M,Scientist,3
1107,2023,MI,FT,Data Engineer,95000,GBP,115447,GB,100,GB,L,Engineer,2
1108,2023,SE,FT,Data Analyst,110000,USD,110000,US,100,US,S,Analyst,3
1109,2023,SE,FT,Data Analyst,80000,USD,80000,US,100,US,S,Analyst,3
1110,2023,EN,FT,Data Analyst,55000,USD,55000,US,0,US,M,Analyst,1
1111,2023,EN,FT,Data Analyst,48000,USD,48000,US,0,US,M,Analyst,1
1112,2023,SE,FT,Data Analyst,95000,USD,95000,US,0,US,M,Analyst,3
1113,2023,SE,FT,Data Analyst,85000,USD,85000,US,0,US,M,Analyst,3
1114,2023,SE,FT,Data Engineer,137500,USD,137500,US,100,US,M,Engineer,3
1115,2023,SE,FT,Data Engineer,81500,USD,81500,US,100,US,M,Engineer,3
1116,2023,SE,FT,Machine Learning Engineer,323300,USD,323300,US,0,US,M,Engineer,3
1117,2023,SE,FT,Machine Learning Engineer,184700,USD,184700,US,0,US,M,Engineer,3
1118,2021,MI,FT,AI Scientist,30000,USD,30000,GH,0,GH,S,Scientist,2
1119,2023,SE,FT,Machine Learning Engineer,186000,USD,186000,US,100,US,M,Engineer,3
1120,2023,SE,FT,Machine Learning Engineer,153088,USD,153088,US,100,US,M,Engineer,3
1121,2023,MI,FT,Data Infrastructure Engineer,190000,USD,190000,US,100,US,M,Engineer,2
1122,2023,MI,FT,Data Infrastructure Engineer,160000,USD,160000,US,100,US,M,Engineer,2
1123,2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,M,Engineer,3
1124,2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,M,Engineer,3
1125,2023,MI,FT,Data Infrastructure Engineer,190000,USD,190000,US,0,US,M,Engineer,2
1126,2023,MI,FT,Data Infrastructure Engineer,183310,USD,183310,US,0,US,M,Engineer,2
1127,2023,SE,FT,Machine Learning Engineer,240000,USD,240000,US,100,US,M,Engineer,3
1128,2023,SE,FT,Machine Learning Engineer,180000,USD,180000,US,100,US,M,Engineer,3
1129,2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,M,Engineer,3
1130,2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,M,Engineer,3
1131,2023,SE,FT,Data Science Manager,299500,USD,299500,US,0,US,M,Manager,3
1132,2023,SE,FT,Data Science Manager,245100,USD,245100,US,0,US,M,Manager,3
1133,2023,SE,FT,Data Engineer,144000,USD,144000,US,100,US,M,Engineer,3
1134,2023,SE,FT,Data Engineer,66000,USD,66000,US,100,US,M,Engineer,3
1135,2023,MI,FT,Machine Learning Engineer,148500,USD,148500,US,0,US,M,Engineer,2
1136,2023,MI,FT,Machine Learning Engineer,126277,USD,126277,US,0,US,M,Engineer,2
1137,2023,SE,FT,Data Architect,228000,USD,228000,US,0,US,M,Architect,3
1138,2023,SE,FT,Data Architect,120000,USD,120000,US,0,US,M,Architect,3
1139,2023,SE,FT,Machine Learning Software Engineer,180000,USD,180000,US,0,US,M,Engineer,3
1140,2023,SE,FT,Machine Learning Software Engineer,90000,USD,90000,US,0,US,M,Engineer,3
1141,2023,SE,FT,Data Scientist,126500,USD,126500,US,0,US,M,Scientist,3
1142,2023,SE,FT,Data Scientist,78000,USD,78000,US,0,US,M,Scientist,3
1143,2023,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M,Engineer,3
1144,2023,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,Engineer,3
1145,2023,SE,FT,Machine Learning Software Engineer,272000,USD,272000,US,0,US,M,Engineer,3
1146,2023,SE,FT,Machine Learning Software Engineer,170000,USD,170000,US,0,US,M,Engineer,3
1147,2023,MI,FT,Data Analyst,80000,USD,80000,US,0,US,M,Analyst,2
1148,2023,MI,FT,Data Analyst,60000,USD,60000,US,0,US,M,Analyst,2
1149,2023,SE,FT,Data Engineer,259000,USD,259000,US,100,US,M,Engineer,3
1150,2023,SE,FT,Data Engineer,146000,USD,146000,US,100,US,M,Engineer,3
1151,2023,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M,Engineer,3
1152,2023,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,Engineer,3
1153,2023,EX,FT,Data Engineer,310000,USD,310000,US,100,US,M,Engineer,4
1154,2023,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M,Engineer,4
1155,2023,SE,FT,Data Analyst,142000,USD,142000,US,100,US,M,Analyst,3
1156,2023,SE,FT,Data Analyst,95000,USD,95000,US,100,US,M,Analyst,3
1157,2023,SE,FT,Data Scientist,155000,USD,155000,US,0,US,M,Scientist,3
1158,2023,SE,FT,Data Scientist,139500,USD,139500,US,0,US,M,Scientist,3
1159,2023,MI,FT,Data Engineer,140000,USD,140000,US,100,US,M,Engineer,2
1160,2023,MI,FT,Data Engineer,120000,USD,120000,US,100,US,M,Engineer,2
1161,2023,SE,FT,Data Engineer,259000,USD,259000,US,100,US,M,Engineer,3
1162,2023,SE,FT,Data Engineer,146000,USD,146000,US,100,US,M,Engineer,3
1163,2023,MI,FT,Data Analyst,90000,GBP,109371,HR,0,HR,M,Analyst,2
1164,2023,MI,FT,Data Analyst,60000,GBP,72914,HR,0,HR,M,Analyst,2
1165,2023,EN,PT,Data Analyst,78000,PLN,17779,PL,100,IN,L,Analyst,1
1166,2023,EN,FT,Data Scientist,101400,BRL,19522,BR,100,BR,L,Scientist,1
1167,2023,SE,FT,Data Science Lead,247500,USD,247500,US,0,US,M,Other,3
1168,2023,SE,FT,Data Science Lead,172200,USD,172200,US,0,US,M,Other,3
1169,2023,SE,FT,Data Scientist,225000,USD,225000,US,0,US,M,Scientist,3
1170,2023,SE,FT,Data Scientist,156400,USD,156400,US,0,US,M,Scientist,3
1171,2023,SE,FT,Data Engineer,139500,USD,139500,US,0,US,M,Engineer,3
1172,2023,SE,FT,Data Engineer,109400,USD,109400,US,0,US,M,Engineer,3
1173,2023,MI,FT,Data Engineer,125000,USD,125000,US,0,US,M,Engineer,2
1174,2023,MI,FT,Data Engineer,90000,USD,90000,US,0,US,M,Engineer,2
1175,2023,SE,FT,Machine Learning Infrastructure Engineer,100000,EUR,107309,FR,100,FR,M,Engineer,3
